tW,xx,xy,xz,xi,yx,yy,yz,yi,zx,zy,zz,zi,ix,iy,iz,ii
t,xx,xy,xz,xi,yx,yy,yz,yi,zx,zy,zz,zi,ix,iy,iz,ii
701.0,0.0,-0.0178230833855,0.0,0.0,0.0178230833855,0.0,0.0,0.0,0.0,0.0,0.619230126792,0.757713927469,0.0,0.0,0.861516199323,1.0
702.0,0.0,-0.0207164523443,0.0,0.0,0.0207164523443,0.0,0.0,0.0,0.0,0.0,0.6201423498,0.759448856467,0.0,0.0,0.860693493333,1.0
703.0,0.0,-0.0235131492984,0.0,0.0,0.0235131492984,0.0,0.0,0.0,0.0,0.0,0.62105204313,0.761346138847,0.0,0.0,0.859705904283,1.0
704.0,0.0,-0.0262043585732,0.0,0.0,0.0262043585732,0.0,0.0,0.0,0.0,0.0,0.621959168158,0.763399443885,0.0,0.0,0.858559724273,1.0
705.0,0.0,-0.0287817000264,0.0,0.0,0.0287817000264,0.0,0.0,0.0,0.0,0.0,0.622863688174,0.765601952965,0.0,0.0,0.85726173521,1.0
706.0,0.0,-0.0312372542705,0.0,0.0,0.0312372542705,0.0,0.0,0.0,0.0,0.0,0.62376556851,0.767946387064,0.0,0.0,0.855819181446,1.0
707.0,0.0,-0.0335635861025,0.0,0.0,0.0335635861025,0.0,0.0,0.0,0.0,0.0,0.624664776656,0.770425035596,0.0,0.0,0.85423974106,1.0
708.0,0.0,-0.0357537660752,0.0,0.0,0.0357537660752,0.0,0.0,0.0,0.0,0.0,0.625561282377,0.773029786497,0.0,0.0,0.85253149588,1.0
709.0,0.0,-0.0378013901504,0.0,0.0,0.0378013901504,0.0,0.0,0.0,0.0,0.0,0.626455057809,0.775752157445,0.0,0.0,0.850702900364,1.0
710.0,0.0,-0.0397005973842,0.0,0.0,0.0397005973842,0.0,0.0,0.0,0.0,0.0,0.627346077557,0.778583328094,0.0,0.0,0.848762749462,1.0
711.0,0.0,-0.0414460855983,0.0,0.0,0.0414460855983,0.0,0.0,0.0,0.0,0.0,0.628234318776,0.781514173208,0.0,0.0,0.846720145567,1.0
712.0,0.0,-0.0430331249995,0.0,0.0,0.0430331249995,0.0,0.0,0.0,0.0,0.0,0.629119761245,0.784535296562,0.0,0.0,0.844584464683,1.0
713.0,0.0,-0.0444575697196,0.0,0.0,0.0444575697196,0.0,0.0,0.0,0.0,0.0,0.630002387434,0.787637065505,0.0,0.0,0.842365321929,1.0
714.0,0.0,-0.0457158672518,0.0,0.0,0.0457158672518,0.0,0.0,0.0,0.0,0.0,0.630882182558,0.790809646043,0.0,0.0,0.840072536515,1.0
715.0,0.0,-0.0468050657676,0.0,0.0,0.0468050657676,0.0,0.0,0.0,0.0,0.0,0.63175913462,0.794043038329,0.0,0.0,0.837716096291,1.0
716.0,0.0,-0.0477228193092,0.0,0.0,0.0477228193092,0.0,0.0,0.0,0.0,0.0,0.632633234448,0.797327112426,0.0,0.0,0.835306122022,1.0
717.0,0.0,-0.0484673908544,0.0,0.0,0.0484673908544,0.0,0.0,0.0,0.0,0.0,0.633504475719,0.800651644228,0.0,0.0,0.83285283149,1.0
718.0,0.0,-0.0490376532626,0.0,0.0,0.0490376532626,0.0,0.0,0.0,0.0,0.0,0.634372854974,0.804006351404,0.0,0.0,0.83036650357,1.0
719.0,0.0,-0.0494330881156,0.0,0.0,0.0494330881156,0.0,0.0,0.0,0.0,0.0,0.635238371624,0.807380929245,0.0,0.0,0.827857442378,1.0
720.0,0.0,-0.049653782475,0.0,0.0,0.049653782475,0.0,0.0,0.0,0.0,0.0,0.636101027941,0.810765086295,0.0,0.0,0.825335941645,1.0
721.0,0.0,-0.0497004235833,0.0,0.0,0.0497004235833,0.0,0.0,0.0,0.0,0.0,0.636960829048,0.814148579641,0.0,0.0,0.822812249407,1.0
722.0,0.0,-0.0495742915459,0.0,0.0,0.0495742915459,0.0,0.0,0.0,0.0,0.0,0.637817782892,0.817521249744,0.0,0.0,0.820296533148,1.0
723.0,0.0,-0.049277250034,0.0,0.0,0.049277250034,0.0,0.0,0.0,0.0,0.0,0.638671900207,0.820873054693,0.0,0.0,0.817798845514,1.0
724.0,0.0,-0.0488117350578,0.0,0.0,0.0488117350578,0.0,0.0,0.0,0.0,0.0,0.639523194477,0.824194103782,0.0,0.0,0.815329090696,1.0
725.0,0.0,-0.0481807418641,0.0,0.0,0.0481807418641,0.0,0.0,0.0,0.0,0.0,0.640371681877,0.827474690274,0.0,0.0,0.812896991603,1.0
726.0,0.0,-0.0473878100189,0.0,0.0,0.0473878100189,0.0,0.0,0.0,0.0,0.0,0.641217381214,0.830705323277,0.0,0.0,0.810512057936,1.0
727.0,0.0,-0.0464370067413,0.0,0.0,0.0464370067413,0.0,0.0,0.0,0.0,0.0,0.642060313856,0.833876758606,0.0,0.0,0.80818355525,1.0
728.0,0.0,-0.0453329085609,0.0,0.0,0.0453329085609,0.0,0.0,0.0,0.0,0.0,0.642900503657,0.83698002854,0.0,0.0,0.805920475117,1.0
729.0,0.0,-0.0440805813741,0.0,0.0,0.0440805813741,0.0,0.0,0.0,0.0,0.0,0.643737976865,0.840006470393,0.0,0.0,0.803731506471,1.0
730.0,0.0,-0.0426855589836,0.0,0.0,0.0426855589836,0.0,0.0,0.0,0.0,0.0,0.644572762032,0.842947753788,0.0,0.0,0.801625008243,1.0
731.0,0.0,-0.041153820205,0.0,0.0,0.041153820205,0.0,0.0,0.0,0.0,0.0,0.645404889912,0.845795906571,0.0,0.0,0.799608983341,1.0
732.0,0.0,-0.0394917646327,0.0,0.0,0.0394917646327,0.0,0.0,0.0,0.0,0.0,0.646234393352,0.848543339274,0.0,0.0,0.797691054078,1.0
733.0,0.0,-0.0377061871581,0.0,0.0,0.0377061871581,0.0,0.0,0.0,0.0,0.0,0.647061307181,0.851182868068,0.0,0.0,0.795878439113,1.0
734.0,0.0,-0.0358042513398,0.0,0.0,0.0358042513398,0.0,0.0,0.0,0.0,0.0,0.647885668085,0.853707736121,0.0,0.0,0.794177931964,1.0
735.0,0.0,-0.0337934617248,0.0,0.0,0.0337934617248,0.0,0.0,0.0,0.0,0.0,0.648707514485,0.856111633317,0.0,0.0,0.792595881169,1.0
736.0,0.0,-0.031681635227,0.0,0.0,0.031681635227,0.0,0.0,0.0,0.0,0.0,0.649526886407,0.858388714278,0.0,0.0,0.791138172128,1.0
737.0,0.0,-0.0294768716662,0.0,0.0,0.0294768716662,0.0,0.0,0.0,0.0,0.0,0.650343825342,0.860533614636,0.0,0.0,0.789810210706,1.0
738.0,0.0,-0.0271875235785,0.0,0.0,0.0271875235785,0.0,0.0,0.0,0.0,0.0,0.651158374113,0.862541465512,0.0,0.0,0.788616908601,1.0
739.0,0.0,-0.0248221654068,0.0,0.0,0.0248221654068,0.0,0.0,0.0,0.0,0.0,0.65197057673,0.864407906186,0.0,0.0,0.787562670544,1.0
740.0,0.0,-0.0223895621824,0.0,0.0,0.0223895621824,0.0,0.0,0.0,0.0,0.0,0.652780478244,0.866129094894,0.0,0.0,0.786651383349,1.0
741.0,0.0,-0.0198986378096,0.0,0.0,0.0198986378096,0.0,0.0,0.0,0.0,0.0,0.653588124599,0.867701717773,0.0,0.0,0.785886406826,1.0
742.0,0.0,-0.0173584430658,0.0,0.0,0.0173584430658,0.0,0.0,0.0,0.0,0.0,0.654393562485,0.869122995899,0.0,0.0,0.785270566586,1.0
743.0,0.0,-0.0147781234303,0.0,0.0,0.0147781234303,0.0,0.0,0.0,0.0,0.0,0.655196839183,0.870390690437,0.0,0.0,0.784806148746,1.0
744.0,0.0,-0.0121668868516,0.0,0.0,0.0121668868516,0.0,0.0,0.0,0.0,0.0,0.655998002417,0.87150310589,0.0,0.0,0.784494896527,1.0
745.0,0.0,-0.00953397156772,0.0,0.0,0.00953397156772,0.0,0.0,0.0,0.0,0.0,0.656797100199,0.872459091452,0.0,0.0,0.784338008747,1.0
746.0,0.0,-0.00688861408616,0.0,0.0,0.00688861408616,0.0,0.0,0.0,0.0,0.0,0.657594180677,0.873258040471,0.0,0.0,0.784336140206,1.0
747.0,0.0,-0.00424001743588,0.0,0.0,0.00424001743588,0.0,0.0,0.0,0.0,0.0,0.658389291988,0.873899888057,0.0,0.0,0.784489403931,1.0
748.0,0.0,-0.00159731979542,0.0,0.0,0.00159731979542,0.0,0.0,0.0,0.0,0.0,0.659182482101,0.874385106835,0.0,0.0,0.784797375265,1.0
749.0,0.0,0.00103043639646,0.0,0.0,-0.00103043639646,0.0,0.0,0.0,0.0,0.0,0.659973798675,0.874714700894,0.0,0.0,0.785259097781,1.0
750.0,0.0,0.00363433474606,0.0,0.0,-0.00363433474606,0.0,0.0,0.0,0.0,0.0,0.66076328891,0.874890197949,0.0,0.0,0.785873090961,1.0
751.0,0.0,0.0062056145263,0.0,0.0,-0.0062056145263,0.0,0.0,0.0,0.0,0.0,0.661550999405,0.874913639776,0.0,0.0,0.786637359629,1.0
752.0,0.0,0.00873569951843,0.0,0.0,-0.00873569951843,0.0,0.0,0.0,0.0,0.0,0.662336976016,0.874787570951,0.0,0.0,0.787549405065,1.0
753.0,0.0,0.0112162259811,0.0,0.0,-0.0112162259811,0.0,0.0,0.0,0.0,0.0,0.663121263724,0.87451502596,0.0,0.0,0.788606237764,1.0
754.0,0.0,0.0136390696577,0.0,0.0,-0.0136390696577,0.0,0.0,0.0,0.0,0.0,0.663903906498,0.874099514723,0.0,0.0,0.789804391776,1.0
755.0,0.0,0.0159963717378,0.0,0.0,-0.0159963717378,0.0,0.0,0.0,0.0,0.0,0.66468494717,0.873545006605,0.0,0.0,0.791139940564,1.0
756.0,0.0,0.0182805636901,0.0,0.0,-0.0182805636901,0.0,0.0,0.0,0.0,0.0,0.665464427311,0.872855912988,0.0,0.0,0.792608514323,1.0
757.0,0.0,0.0204843908938,0.0,0.0,-0.0204843908938,0.0,0.0,0.0,0.0,0.0,0.666242387115,0.872037068448,0.0,0.0,0.794205318667,1.0
758.0,0.0,0.022600934994,0.0,0.0,-0.022600934994,0.0,0.0,0.0,0.0,0.0,0.667018865286,0.871093710653,0.0,0.0,0.795925154633,1.0
759.0,0.0,0.0246236349167,0.0,0.0,-0.0246236349167,0.0,0.0,0.0,0.0,0.0,0.667793898935,0.870031459026,0.0,0.0,0.797762439909,1.0
760.0,0.0,0.0265463064819,0.0,0.0,-0.0265463064819,0.0,0.0,0.0,0.0,0.0,0.668567523474,0.868856292275,0.0,0.0,0.799711231199,1.0
761.0,0.0,0.0283631605584,0.0,0.0,-0.0283631605584,0.0,0.0,0.0,0.0,0.0,0.669339772531,0.867574524878,0.0,0.0,0.801765247652,1.0
762.0,0.0,0.0300688197099,0.0,0.0,-0.0300688197099,0.0,0.0,0.0,0.0,0.0,0.670110677859,0.866192782604,0.0,0.0,0.803917895255,1.0
763.0,0.0,0.0316583332884,0.0,0.0,-0.0316583332884,0.0,0.0,0.0,0.0,0.0,0.67088026926,0.864717977159,0.0,0.0,0.806162292102,1.0
764.0,0.0,0.0331271909354,0.0,0.0,-0.0331271909354,0.0,0.0,0.0,0.0,0.0,0.671648574512,0.863157280071,0.0,0.0,0.808491294441,1.0
765.0,0.0,0.0344713344567,0.0,0.0,-0.0344713344567,0.0,0.0,0.0,0.0,0.0,0.672415619304,0.86151809589,0.0,0.0,0.810897523414,1.0
766.0,0.0,0.0356871680455,0.0,0.0,-0.0356871680455,0.0,0.0,0.0,0.0,0.0,0.673181427182,0.859808034802,0.0,0.0,0.813373392381,1.0
767.0,0.0,0.0367715668299,0.0,0.0,-0.0367715668299,0.0,0.0,0.0,0.0,0.0,0.673946019501,0.858034884775,0.0,0.0,0.815911134726,1.0
768.0,0.0,0.0377218837306,0.0,0.0,-0.0377218837306,0.0,0.0,0.0,0.0,0.0,0.67470941538,0.856206583316,0.0,0.0,0.818502832064,1.0
769.0,0.0,0.0385359546195,0.0,0.0,-0.0385359546195,0.0,0.0,0.0,0.0,0.0,0.675471631675,0.854331188943,0.0,0.0,0.821140442732,1.0
770.0,0.0,0.0392121017746,0.0,0.0,-0.0392121017746,0.0,0.0,0.0,0.0,0.0,0.67623268295,0.852416852486,0.0,0.0,0.823815830463,1.0
771.0,0.0,0.0397491356329,0.0,0.0,-0.0397491356329,0.0,0.0,0.0,0.0,0.0,0.676992581463,0.850471788302,0.0,0.0,0.826520793161,1.0
772.0,0.0,0.0401463548515,0.0,0.0,-0.0401463548515,0.0,0.0,0.0,0.0,0.0,0.677751337157,0.848504245506,0.0,0.0,0.829247091651,1.0
773.0,0.0,0.0404035446883,0.0,0.0,-0.0404035446883,0.0,0.0,0.0,0.0,0.0,0.678508957658,0.846522479328,0.0,0.0,0.83198647833,1.0
774.0,0.0,0.0405209737228,0.0,0.0,-0.0405209737228,0.0,0.0,0.0,0.0,0.0,0.679265448286,0.84453472268,0.0,0.0,0.834730725606,1.0
775.0,0.0,0.0404993889427,0.0,0.0,-0.0404993889427,0.0,0.0,0.0,0.0,0.0,0.680020812066,0.842549158036,0.0,0.0,0.83747165403,1.0
776.0,0.0,0.0403400092246,0.0,0.0,-0.0403400092246,0.0,0.0,0.0,0.0,0.0,0.680775049753,0.840573889713,0.0,0.0,0.84020116004,1.0
777.0,0.0,0.0400445172469,0.0,0.0,-0.0400445172469,0.0,0.0,0.0,0.0,0.0,0.681528159863,0.838616916662,0.0,0.0,0.842911243201,1.0
778.0,0.0,0.0396150498739,0.0,0.0,-0.0396150498739,0.0,0.0,0.0,0.0,0.0,0.68228013871,0.836686105831,0.0,0.0,0.84559403288,1.0
779.0,0.0,0.0390541870575,0.0,0.0,-0.0390541870575,0.0,0.0,0.0,0.0,0.0,0.683030980453,0.83478916621,0.0,0.0,0.848241814243,1.0
780.0,0.0,0.0383649393072,0.0,0.0,-0.0383649393072,0.0,0.0,0.0,0.0,0.0,0.683780677145,0.832933623635,0.0,0.0,0.85084705351,1.0
781.0,0.0,0.0375507337821,0.0,0.0,-0.0375507337821,0.0,0.0,0.0,0.0,0.0,0.684529218797,0.831126796425,0.0,0.0,0.853402422371,1.0
782.0,0.0,0.0366153990659,0.0,0.0,-0.0366153990659,0.0,0.0,0.0,0.0,0.0,0.685276593435,0.829375771935,0.0,0.0,0.8559008215,1.0
783.0,0.0,0.0355631486866,0.0,0.0,-0.0355631486866,0.0,0.0,0.0,0.0,0.0,0.686022787184,0.827687384099,0.0,0.0,0.858335403085,1.0
784.0,0.0,0.0343985634484,0.0,0.0,-0.0343985634484,0.0,0.0,0.0,0.0,0.0,0.686767784333,0.826068192026,0.0,0.0,0.860699592307,1.0
785.0,0.0,0.0331265726466,0.0,0.0,-0.0331265726466,0.0,0.0,0.0,0.0,0.0,0.687511567428,0.824524459726,0.0,0.0,0.862987107702,1.0
786.0,0.0,0.0317524342397,0.0,0.0,-0.0317524342397,0.0,0.0,0.0,0.0,0.0,0.688254117354,0.823062137004,0.0,0.0,0.86519198035,1.0
787.0,0.0,0.030281714054,0.0,0.0,-0.030281714054,0.0,0.0,0.0,0.0,0.0,0.688995413433,0.821686841608,0.0,0.0,0.867308571826,1.0
788.0,0.0,0.0287202641018,0.0,0.0,-0.0287202641018,0.0,0.0,0.0,0.0,0.0,0.689735433521,0.820403842655,0.0,0.0,0.869331590866,1.0
789.0,0.0,0.0270742000945,0.0,0.0,-0.0270742000945,0.0,0.0,0.0,0.0,0.0,0.690474154106,0.819218045397,0.0,0.0,0.871256108709,1.0
790.0,0.0,0.0253498782342,0.0,0.0,-0.0253498782342,0.0,0.0,0.0,0.0,0.0,0.691211550423,0.818133977366,0.0,0.0,0.873077573056,1.0
791.0,0.0,0.0235538713701,0.0,0.0,-0.0235538713701,0.0,0.0,0.0,0.0,0.0,0.691947596553,0.817155775926,0.0,0.0,0.874791820626,1.0
792.0,0.0,0.0216929446067,0.0,0.0,-0.0216929446067,0.0,0.0,0.0,0.0,0.0,0.692682265544,0.816287177277,0.0,0.0,0.876395088266,1.0
793.0,0.0,0.0197740304523,0.0,0.0,-0.0197740304523,0.0,0.0,0.0,0.0,0.0,0.693415529522,0.815531506924,0.0,0.0,0.877884022598,1.0
794.0,0.0,0.0178042035967,0.0,0.0,-0.0178042035967,0.0,0.0,0.0,0.0,0.0,0.69414735981,0.814891671638,0.0,0.0,0.879255688172,1.0
795.0,0.0,0.0157906554089,0.0,0.0,-0.0157906554089,0.0,0.0,0.0,0.0,0.0,0.694877727045,0.814370152927,0.0,0.0,0.880507574118,1.0
796.0,0.0,0.0137406682431,0.0,0.0,-0.0137406682431,0.0,0.0,0.0,0.0,0.0,0.695606601301,0.813969002016,0.0,0.0,0.881637599285,1.0
797.0,0.0,0.011661589645,0.0,0.0,-0.011661589645,0.0,0.0,0.0,0.0,0.0,0.696333952208,0.813689836358,0.0,0.0,0.88264411585,1.0
798.0,0.0,0.00956080654579,0.0,0.0,-0.00956080654579,0.0,0.0,0.0,0.0,0.0,0.697059749076,0.813533837655,0.0,0.0,0.883525911421,1.0
799.0,0.0,0.00744571953495,0.0,0.0,-0.00744571953495,0.0,0.0,0.0,0.0,0.0,0.697783961015,0.813501751401,0.0,0.0,0.884282209614,1.0
